route_name,direction_group,route_variant_id,count,n_stops,route_sequence_str,is_reference,n_missing,n_added,missing_stop_codes,missing_stop_names,added_stop_codes,in_display_set,cluster_id,variant_type,variant_type_confirmed
17,direction_A,6,2,46,6004-6081-9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1526-949-1054-1575-1484-1079-1080-1544-1546-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1367,False,1,0,['1370'],['מסוף הר הצופים/מרטין בובר'],[],False,,regular,False
17,direction_A,7,1,46,6004-6081-9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1698-1526-949-1054-1575-1484-1544-1546-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1367-1370,False,2,1,"['1079', '1080']","['עזה/בלפור', ""רמב''ן/אבן עזרא""]",['1698'],True,,regular,False
17,direction_A,8,1,47,6004-6081-9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1525-1698-1526-949-1054-1575-1484-1079-1080-1544-1546-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1367-1370,False,1,1,['1586'],['גולומב/סן מרטין'],['1698'],False,,regular,False
17,direction_A,9,1,40,6004-6081-9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1526-949-1054-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1367,False,7,0,"['1575', '1484', '1079', '1080', '1544', '1546', '1370']","['עזה/הרב ברלין', ""עזה/רד''ק"", 'עזה/בלפור', ""רמב''ן/אבן עזרא"", ""קק''ל/אוסישקין"", 'אוסישקין/נרקיס', 'מסוף הר הצופים/מרטין בובר']",[],True,17_direction_A_cluster_1,blocked,False
17,direction_A,10,1,46,6004-6081-9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1526-949-1054-1575-1484-1079-1080-1544-1546-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1370,False,1,0,['1367'],['אקדמיה בצלאל/מרטין בובר'],[],False,,regular,False
17,direction_A,11,1,43,6004-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1526-949-1054-1575-1484-1079-1080-1544-1546-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1367-1370,False,4,0,"['6081', '9995', '6124', '3027']","[""דולצ'ין/נחמיה"", ""דולצ'ין/יורם רונן"", ""בי''ס היובל/דולצ'ין"", ""מרכז מסחרי/דולצ'ין""]",[],False,,regular,False
17,direction_A,12,1,44,6004-6081-9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1526-949-1054-1575-1484-1079-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1367-1370,False,3,0,"['1080', '1544', '1546']","[""רמב''ן/אבן עזרא"", ""קק''ל/אוסישקין"", 'אוסישקין/נרקיס']",[],True,,regular,False
17,direction_A,13,1,41,6004-6081-9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1526-949-1054-1575-1484-1079-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371,False,6,0,"['1080', '1544', '1546', '1368', '1367', '1370']","[""רמב''ן/אבן עזרא"", ""קק''ל/אוסישקין"", 'אוסישקין/נרקיס', 'מחנה עופרית/מרטין בובר', 'אקדמיה בצלאל/מרטין בובר', 'מסוף הר הצופים/מרטין בובר']",[],True,17_direction_A_cluster_1,blocked,False
17,direction_A,14,1,45,9995-6124-3027-3004-9975-3561-9882-3245-5891-3668-5923-3246-3249-3250-2922-1586-1525-1526-949-1054-1575-1484-1079-1080-1544-1546-1555-2024-3605-4173-3379-2246-255-257-264-2410-427-9999-1435-1444-1445-1371-1368-1367-1370,False,2,0,"['6004', '6081']","[""אריה דולצ'ין/יעקב צור"", ""דולצ'ין/נחמיה""]",[],False,,regular,False
17,direction_B,0,618,49,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,True,0,0,[],[],[],True,,regular,True
17,direction_B,1,34,46,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,3,0,"['1081', '1077', '1073']","['Unknown(1081)', 'Unknown(1077)', 'Unknown(1073)']",[],True,,regular,False
17,direction_B,2,32,44,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,5,0,"['1554', '1545', '1081', '1077', '1073']","['Unknown(1554)', 'Unknown(1545)', 'Unknown(1081)', 'Unknown(1077)', 'Unknown(1073)']",[],True,17_direction_B_cluster_1,blocked,False
17,direction_B,3,10,48,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,1,0,['1073'],['Unknown(1073)'],[],True,,regular,False
17,direction_B,4,4,48,1366-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,1,0,['1365'],['Unknown(1365)'],[],False,,regular,False
17,direction_B,5,2,47,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,2,0,"['1077', '1073']","['Unknown(1077)', 'Unknown(1073)']",[],False,,regular,False
17,direction_B,6,2,46,1366-1365-1369-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,3,0,"['1431', '1434', '1073']","['Unknown(1431)', 'Unknown(1434)', 'Unknown(1073)']",[],False,,regular,False
17,direction_B,7,2,44,1366-1365-1369-1431-1434-394-2412-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,5,0,"['2411', '263', '256', '254', '246']","['Unknown(2411)', 'Unknown(263)', 'Unknown(256)', 'Unknown(254)', 'Unknown(246)']",[],False,17_direction_B_cluster_2,blocked,False
17,direction_B,8,1,48,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1545-1081-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,1,0,['1554'],['Unknown(1554)'],[],False,,regular,False
17,direction_B,9,1,43,1366-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,6,0,"['1365', '1554', '1545', '1081', '1077', '1073']","['Unknown(1365)', 'Unknown(1554)', 'Unknown(1545)', 'Unknown(1081)', 'Unknown(1077)', 'Unknown(1073)']",[],False,17_direction_B_cluster_1,blocked,False
17,direction_B,10,1,43,1366-1365-1369-1431-1434-394-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,6,0,"['2412', '2411', '263', '256', '254', '246']","['Unknown(2412)', 'Unknown(2411)', 'Unknown(263)', 'Unknown(256)', 'Unknown(254)', 'Unknown(246)']",[],False,17_direction_B_cluster_2,blocked,False
17,direction_B,11,1,48,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,1,0,['1077'],['Unknown(1077)'],[],False,,regular,False
17,direction_B,12,1,48,1366-1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,1,0,['1081'],['Unknown(1081)'],[],False,,regular,False
17,direction_B,13,1,46,1366-1365-1369-1431-1434-394-2412-2411-263-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,3,0,"['256', '254', '246']","['Unknown(256)', 'Unknown(254)', 'Unknown(246)']",[],False,,regular,False
17,direction_B,14,1,43,1366-1369-1431-1434-394-2412-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1081-1077-1073-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,6,0,"['1365', '2411', '263', '256', '254', '246']","['Unknown(1365)', 'Unknown(2411)', 'Unknown(263)', 'Unknown(256)', 'Unknown(254)', 'Unknown(246)']",[],False,17_direction_B_cluster_2,blocked,False
17,direction_B,15,1,44,1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1554-1545-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-3025-3026-3152-3024-3005,False,5,0,"['1366', '1081', '1077', '1073', '5955']","['Unknown(1366)', 'Unknown(1081)', 'Unknown(1077)', 'Unknown(1073)', 'Unknown(5955)']",[],False,17_direction_B_cluster_1,blocked,False
17,direction_B,16,1,43,1365-1369-1431-1434-394-2412-2411-263-256-254-246-2898-492-2896-3034-2364-2836-9863-3541-1570-1574-1523-978-1512-1539-2930-3243-3346-3347-3348-3349-9994-3244-1278-3350-9880-3023-5955-3025-3026-3152-3024-3005,False,6,0,"['1366', '1554', '1545', '1081', '1077', '1073']","['Unknown(1366)', 'Unknown(1554)', 'Unknown(1545)', 'Unknown(1081)', 'Unknown(1077)', 'Unknown(1073)']",[],False,17_direction_B_cluster_1,blocked,False
9,direction_A,0,517,67,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1543-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,True,0,0,[],[],[],True,,regular,True
9,direction_A,1,353,67,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1543-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,1,1,['2021'],['Unknown(2021)'],['3093'],True,,regular,False
9,direction_A,2,23,64,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,3,0,"['1543', '1077', '1072']","['Unknown(1543)', 'Unknown(1077)', 'Unknown(1072)']",[],True,,regular,False
9,direction_A,3,11,64,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,4,1,"['1543', '1077', '1072', '2021']","['Unknown(1543)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(2021)']",['3093'],True,,regular,False
9,direction_A,4,5,62,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,6,1,"['1554', '1545', '1543', '1077', '1072', '2021']","['Unknown(1554)', 'Unknown(1545)', 'Unknown(1543)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(2021)']",['3093'],True,,regular,False
9,direction_A,5,5,65,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1543-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,3,1,"['1077', '1072', '2021']","['Unknown(1077)', 'Unknown(1072)', 'Unknown(2021)']",['3093'],True,,regular,False
9,direction_A,6,2,66,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,1,0,['1543'],['Unknown(1543)'],[],False,,regular,False
9,direction_A,7,2,61,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1062-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,7,1,"['1554', '1545', '1543', '1077', '1072', '2407', '2021']","['Unknown(1554)', 'Unknown(1545)', 'Unknown(1543)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(2407)', 'Unknown(2021)']",['3093'],False,9_direction_A_cluster_1,blocked,False
9,direction_A,8,2,65,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,3,1,"['1543', '1077', '2021']","['Unknown(1543)', 'Unknown(1077)', 'Unknown(2021)']",['3093'],False,,regular,False
9,direction_A,9,2,65,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,2,0,"['1543', '1077']","['Unknown(1543)', 'Unknown(1077)']",[],False,,regular,False
9,direction_A,10,1,66,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,2,1,"['1543', '2021']","['Unknown(1543)', 'Unknown(2021)']",['3093'],False,,regular,False
9,direction_A,11,1,64,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,4,1,"['1545', '1543', '1077', '2021']","['Unknown(1545)', 'Unknown(1543)', 'Unknown(1077)', 'Unknown(2021)']",['3093'],False,,regular,False
9,direction_A,12,1,65,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,3,1,"['1545', '1543', '2021']","['Unknown(1545)', 'Unknown(1543)', 'Unknown(2021)']",['3093'],False,,regular,False
9,direction_A,13,1,66,1507-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1543-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,1,0,['3374'],['Unknown(3374)'],[],False,,regular,False
9,direction_A,14,1,63,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1545-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,4,0,"['1554', '1543', '1077', '1072']","['Unknown(1554)', 'Unknown(1543)', 'Unknown(1077)', 'Unknown(1072)']",[],False,,regular,False
9,direction_A,15,1,66,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1543-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,1,0,['1545'],['Unknown(1545)'],[],False,,regular,False
9,direction_A,16,1,63,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,4,0,"['1545', '1543', '1077', '1072']","['Unknown(1545)', 'Unknown(1543)', 'Unknown(1077)', 'Unknown(1072)']",[],False,,regular,False
9,direction_A,17,1,65,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1543-1077-1072-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,3,1,"['1554', '1545', '2021']","['Unknown(1554)', 'Unknown(1545)', 'Unknown(2021)']",['3093'],False,,regular,False
9,direction_A,18,1,62,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1077-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222,False,5,0,"['1554', '1545', '1543', '1072', '2021']","['Unknown(1554)', 'Unknown(1545)', 'Unknown(1543)', 'Unknown(1072)', 'Unknown(2021)']",[],False,,regular,False
9,direction_A,19,1,60,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1543-1077-1072-1062-2407-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,7,0,"['1524', '9918', '9915', '1836', '5882', '2402', '2403']","['Unknown(1524)', 'Unknown(9918)', 'Unknown(9915)', 'Unknown(1836)', 'Unknown(5882)', 'Unknown(2402)', 'Unknown(2403)']",[],False,9_direction_A_cluster_2,blocked,False
9,direction_A,20,1,66,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1545-1543-1077-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-2021,False,1,0,['1072'],['Unknown(1072)'],[],False,,regular,False
9,direction_A,21,1,63,1507-3374-4216-4169-78-3242-4116-3629-2837-9938-2839-9940-4137-4106-4052-3057-1243-132-350-130-352-126-124-122-120-1247-116-113-111-110-108-3819-1343-9840-9841-3008-3607-3352-9863-3541-1570-1574-1554-1062-2407-1524-9918-9915-1836-5882-2402-2403-4181-2531-973-975-6094-950-951-1512-1539-222-3093,False,5,1,"['1545', '1543', '1077', '1072', '2021']","['Unknown(1545)', 'Unknown(1543)', 'Unknown(1077)', 'Unknown(1072)', 'Unknown(2021)']",['3093'],False,,regular,False
9,direction_B,0,493,63,5853-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1787-1060-1484-1079-1080-1544-1546-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,True,0,0,[],[],[],True,,regular,True
9,direction_B,1,246,63,1711-6189-202-1586-1525-947-948-952-953-954-2401-1948-6128-1836-6133-1522-1787-1060-1484-1079-1080-1544-1546-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,2,2,"['5853', '9911']","['Unknown(5853)', 'Unknown(9911)']","['1711', '6189']",True,,regular,False
9,direction_B,2,43,56,5853-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,7,0,"['1787', '1060', '1484', '1079', '1080', '1544', '1546']","['Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור', ""רמב''ן/אבן עזרא"", ""קק''ל/אוסישקין"", 'אוסישקין/נרקיס']",[],True,9_direction_B_cluster_1,blocked,False
9,direction_B,3,37,64,1711-6189-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1787-1060-1484-1079-1080-1544-1546-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,1,2,['5853'],['Unknown(5853)'],"['1711', '6189']",True,,regular,False
9,direction_B,4,11,56,1711-6189-202-1586-1525-947-948-952-953-954-2401-1948-6128-1836-6133-1522-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,9,2,"['5853', '9911', '1787', '1060', '1484', '1079', '1080', '1544', '1546']","['Unknown(5853)', 'Unknown(9911)', 'Unknown(1787)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור', ""רמב''ן/אבן עזרא"", ""קק''ל/אוסישקין"", 'אוסישקין/נרקיס']","['1711', '6189']",True,9_direction_B_cluster_1,blocked,False
9,direction_B,5,1,61,5853-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1787-1060-1484-1079-1080-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,2,0,"['1544', '1546']","[""קק''ל/אוסישקין"", 'אוסישקין/נרקיס']",[],False,,regular,False
9,direction_B,6,1,60,5853-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1787-1080-1544-1546-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,3,0,"['1060', '1484', '1079']","['Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור']",[],False,,regular,False
9,direction_B,7,1,60,1711-6189-202-1586-1525-947-948-952-953-954-2401-1948-6128-1836-6133-1522-1787-1080-1544-1546-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,5,2,"['5853', '9911', '1060', '1484', '1079']","['Unknown(5853)', 'Unknown(9911)', 'Unknown(1060)', ""עזה/רד''ק"", 'עזה/בלפור']","['1711', '6189']",False,,regular,False
9,direction_B,8,1,58,5853-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1787-1060-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,5,0,"['1484', '1079', '1080', '1544', '1546']","[""עזה/רד''ק"", 'עזה/בלפור', ""רמב''ן/אבן עזרא"", ""קק''ל/אוסישקין"", 'אוסישקין/נרקיס']",[],False,,regular,False
9,direction_B,9,1,62,5853-202-1586-1525-947-948-952-953-954-9911-2401-1948-6128-1836-6133-1522-1060-1484-1079-1080-1544-1546-1555-2024-9862-6134-1601-5886-4037-3677-1332-3820-5985-2811-109-112-3859-115-117-119-121-123-125-127-129-9935-1245-1246-6106-2761-2762-2837-9938-2839-9940-4075-4133-84-1327-1467-1106-800,False,1,0,['1787'],['Unknown(1787)'],[],False,,regular,False
